fsq_category_id,cluster_id
4bf58dd8d48988d1d8941735,428
4bf58dd8d48988d1db931735,680
4bf58dd8d48988d1dc931735,684
4bf58dd8d48988d1dd931735,652
4bf58dd8d48988d1de931735,682
4bf58dd8d48988d1de941735,718
4bf58dd8d48988d1df931735,18
4bf58dd8d48988d1df941735,300
4bf58dd8d48988d1e0931735,175
4bf58dd8d48988d1e0941735,42
4bf58dd8d48988d1e1931735,254
4bf58dd8d48988d1e1941735,76
4bf58dd8d48988d1e2931735,205
4bf58dd8d48988d1e2941735,106
4bf58dd8d48988d1e3931735,148
4bf58dd8d48988d1e3941735,65
4bf58dd8d48988d1e4931735,0
4bf58dd8d48988d1e4941735,15
4bf58dd8d48988d1e5931735,91
4bf58dd8d48988d1e5941735,381
4bf58dd8d48988d1e6931735,547
4bf58dd8d48988d1e6941735,49
4bf58dd8d48988d1e7931735,482
4bf58dd8d48988d1e7941735,77
4bf58dd8d48988d1e8931735,587
4bf58dd8d48988d1e8941735,140
4bf58dd8d48988d1e9931735,622
4bf58dd8d48988d1e9941735,162
4bf58dd8d48988d1ea941735,162
4bf58dd8d48988d1eb931735,117
4bf58dd8d48988d1eb941735,162
4bf58dd8d48988d1ec931735,118
4bf58dd8d48988d1ec941735,162
4bf58dd8d48988d1ed931735,117
4bf58dd8d48988d1ed941735,655
4bf58dd8d48988d1ee931735,147
4bf58dd8d48988d1ef931735,86
4bf58dd8d48988d1ef941735,34
4bf58dd8d48988d1f0931735,243
4bf58dd8d48988d1f0941735,477
4bf58dd8d48988d1f1931735,131
4bf58dd8d48988d1f1941735,287
4bf58dd8d48988d1f2931735,583
4bf58dd8d48988d1f2941735,125
4bf58dd8d48988d1f3931735,547
4bf58dd8d48988d1f3941735,695
4bf58dd8d48988d1f4931735,61
4bf58dd8d48988d1f4941735,135
4bf58dd8d48988d1f5931735,376
4bf58dd8d48988d1f5941735,200
4bf58dd8d48988d1f6931735,108
4bf58dd8d48988d1f6941735,200
4bf58dd8d48988d1f7931735,28
4bf58dd8d48988d1f7941735,416
4bf58dd8d48988d1f8931735,8
4bf58dd8d48988d1f8941735,87
4bf58dd8d48988d1f9931735,620
4bf58dd8d48988d1f9941735,110
4bf58dd8d48988d1fa931735,147
4bf58dd8d48988d1fa941735,128
4bf58dd8d48988d1fb931735,147
4bf58dd8d48988d1fb941735,452
4bf58dd8d48988d1fc931735,118
4bf58dd8d48988d1fc941735,11
4bf58dd8d48988d1fd931735,118
4bf58dd8d48988d1fd941735,184
4bf58dd8d48988d1fe931735,113
4bf58dd8d48988d1fe941735,91
4bf58dd8d48988d1ff931735,71
4bf58dd8d48988d1ff941735,200
4c150da777cea593bb81d160,547
4c22371099282d7fa9bc66b0,547
4c2cd86ed066bed06c3c5209,433
4c38df4de52ce0d596b336e1,577
4cae28ecbf23941eb1190695,597
4cce455aebf7b749d5e191f5,145
4d00e5381ebe6dcba9ff8991,547
4d1cf8421a97d635ce361c31,678
4d205030cbe5451c315a233b,547
4d41918faae1b1f7887c91f5,547
4d4ae6fc7a7b7dea34424761,22
4d4b7104d754a06370d81259,261
4d4b7105d754a06372d81259,192
4d4b7105d754a06373d81259,132
4d4b7105d754a06374d81259,232
4d4b7105d754a06375d81259,151
4d4b7105d754a06377d81259,119
4d4b7105d754a06378d81259,200
4d4b7105d754a06379d81259,108
4d954af4a243a5684765b473,92
4d954af4a243a5684765b474,547
4d954af4a243a5684765b475,547
4d954af4a243a5684765b476,547
4d954af4a243a5684765b477,547
4d954af4a243a5684765b478,547
4d954af4a243a5684765b479,547
4d954af4a243a5684765b480,547
4d954af4a243a5684765b481,547
4d954af4a243a5684765b482,547
4d954af4a243a5684765b483,547
4d954af4a243a5684765b484,547
4d954af4a243a5684765b485,547
4d954af4a243a5684765b486,547
4d954af4a243a5684765b487,547
4d954af4a243a5684765b488,547
4d954af4a243a5684765b489,547
4d954af4a243a5684765b490,547
4d954af4a243a5684765b491,547
4d954af4a243a5684765b492,547
4d954af4a243a5684765b493,547
4d954af4a243a5684765b494,547
4d954af4a243a5684765b495,547
4d954af4a243a5684765b496,547
4d954af4a243a5684765b497,547
4d954af4a243a5684765b498,547
4d954af4a243a5684765b499,547
4d954af4a243a5684765b500,547
4d954af4a243a5684765b501,547
4d954af4a243a5684765b503,547
4d954af4a243a5684765b504,547
4d954af4a243a5684765b505,547
4d954af4a243a5684765b506,547
4d954af4a243a5684765b507,547
4d954af4a243a5684765b508,547
4d954af4a243a5684765b509,547
4d954af4a243a5684765b510,547
4d954af4a243a5684765b511,547
4d954af4a243a5684765b512,547
4d954af4a243a5684765b513,547
4d954af4a243a5684765b514,547
4d954af4a243a5684765b515,547
4d954af4a243a5684765b516,547
4d954af4a243a5684765b517,547
4d954af4a243a5684765b518,547
4d954af4a243a5684765b519,547
4d954af4a243a5684765b520,547
4d954af4a243a5684765b521,547
4d954af4a243a5684765b523,547
4d954af4a243a5684765b524,547
4d954af4a243a5684765b525,547
4d954af4a243a5684765b526,547
4d954af4a243a5684765b527,547
4d954af4a243a5684765b528,547
4d954af4a243a5684765b529,547
4d954af4a243a5684765b530,547
4d954af4a243a5684765b531,547
4d954af4a243a5684765b532,547
4d954af4a243a5684765b533,547
4d954af4a243a5684765b534,547
4d954afda243a5684865b473,75
4d954b06a243a5684965b473,250
4d954b0ea243a5684a65b473,200
4d954b16a243a5684b65b473,618
4ddd092b1838306b8213f021,547
4deefb944765f83613cdba6e,451
4deefc054765f83613cdba6f,230
4def73e84765ae376e57713a,218
4df529f3d1649c8a28e8e546,547
4e0e22f5a56208c4ea9a85a0,379
4e39a891bd410d7aed40cbc2,144
4e39a956bd410d7aed40cbc3,142
4e39a9cebd410d7aed40cbc4,142
4e4c9077bd41f78e849722f9,31
4e51a0c0bd41d3446defbb2e,547
4e52adeebd41615f56317744,1
4e52d2d203646f7c19daa8ae,249
4e67e38e036454776db1fb3a,615
4e7226641fc7d5475761b61c,547
4e74f6cabd41c4836eac4c31,45
4e9630e36da11364e6a5cce2,547
4eb1baf03b7b2c5b1d4306ca,661
4eb1bc533b7b2c5b1d4306cb,244
4eb1bd1c3b7b55596b4a748f,409
4eb1bdde3b7b55596b4a7490,93
4eb1bdf03b7b55596b4a7491,93
4eb1bea83b7b6f98df247e06,103
4eb1bf013b7b6f98df247e07,720
4eb1bfa43b7b52c0e1adc2e8,218
4eb1c0253b7b52c0e1adc2e9,165
4eb1c0ed3b7b52c0e1adc2ea,644
4eb1c0f63b7b52c0e1adc2eb,162
4eb1c1623b7b52c0e1adc2ec,163
4eb1d4d54b900d56c88a45fc,7
4eb1d4dd4b900d56c88a45fd,51
4eb1d5724b900d56c88a45fe,231
4eb1d80a4b900d56c88a45ff,38
4eb1daf44b900d56c88a4600,24
4edd64a0c7ddd24ca188df1a,415
4f04aa0c2fb6e1c99f3db0b8,16
4f04ad622fb6e1c99f3db0b9,107
4f04ae1f2fb6e1c99f3db0ba,317
4f04af1f2fb6e1c99f3db0bb,181
4f04afc02fb6e1c99f3db0bc,68
4f04b08c2fb6e1c99f3db0bd,108
4f04b10d2fb6e1c99f3db0be,546
4f04b1572fb6e1c99f3db0bf,663
4f04b25d2fb6e1c99f3db0c0,700
4f2a210c4b9023bd5841ed28,154
4f2a23984b9023bd5841ed2c,542
4f2a25ac4b909258e854f55f,550
4f4528bc4b90abdf24c9de85,659
4f452cd44b9081a197eba860,89
4f4530164b9074f6e4fb00ff,78
4f4530a74b9074f6e4fb0100,288
4f4531084b9074f6e4fb0101,6
4f4531504b9074f6e4fb0102,593
4f4531b14b9074f6e4fb0103,526
4f4532974b9074f6e4fb0104,373
4f4533804b9074f6e4fb0105,116
4f4533814b9074f6e4fb0106,116
4f4533814b9074f6e4fb0107,557
4f4534884b9074f6e4fb0174,123
4fbc1be21983fc883593e321,213
4fceea171983d5d06c3e9823,253
5032764e91d4c4b30a586d5a,36
5032781d91d4c4b30a586d5b,676
5032792091d4c4b30a586d5c,357
50327c8591d4c4b30a586d5d,298
5032829591d4c4b30a586d5e,572
5032833091d4c4b30a586d60,120
5032848691d4c4b30a586d61,719
5032850891d4c4b30a586d62,364
5032856091d4c4b30a586d63,26
5032872391d4c4b30a586d64,395
503287a291d4c4b30a586d65,183
5032885091d4c4b30a586d66,155
503288ae91d4c4b30a586d67,186
5032891291d4c4b30a586d68,60
5032897c91d4c4b30a586d69,92
503289d391d4c4b30a586d6a,344
50328a4b91d4c4b30a586d6b,621
50328a8e91d4c4b30a586d6c,88
507c8c4091d498d9fc8c67a9,205
50aa9e094b90af0d42d5de0d,94
50aa9e744b90af0d42d5de0e,110
50aaa4314b90af0d42d5de10,479
50aaa49e4b90af0d42d5de11,37
50aaa5234b90af0d42d5de12,134
50be8ee891d4fa8dcc7199a7,176
50d5fff05f2e4490fea8b152,547
50eb8bce222ffbae7d117ef3,547
5109983191d435c0d71c2bb1,264
512e7cae91d4cbb4e5efe0af,33
5154bc61e4b092a6bf6804ef,547
51b0e4f3498e11af067816a5,547
51d83005498e32f14b9123cd,547
522e32fae4b09b556e370f19,166
524a7cacf4729b8e1fb133d0,547
5267e446e4b0ec79466e48c4,241
5267e4d8e4b0ec79466e48c5,24
5267e4d9e4b0ec79466e48c6,72
5267e4d9e4b0ec79466e48c7,132
5267e4d9e4b0ec79466e48c8,132
5267e4d9e4b0ec79466e48c9,71
5267e4d9e4b0ec79466e48d1,91
52741d85e4b0d5d1e3c6a6d9,576
52795e3111d247fb9fdf6f0d,547
5283c7b4e4b094cb91ec88d4,181
5283c7b4e4b094cb91ec88d5,517
5283c7b4e4b094cb91ec88d6,232
5283c7b4e4b094cb91ec88d7,486
5283c7b4e4b094cb91ec88d8,383
5283c7b4e4b094cb91ec88d9,213
5283c7b4e4b094cb91ec88da,531
5283c7b4e4b094cb91ec88db,491
52939a643cf9994f4e043a33,342
52939a7d3cf9994f4e043a34,681
52939a8c3cf9994f4e043a35,398
52939a9e3cf9994f4e043a36,218
52939aae3cf9994f4e043a37,218
52939ab93cf9994f4e043a38,218
52939ac53cf9994f4e043a39,218
52939ad03cf9994f4e043a3a,218
52939ae13cf9994f4e043a3b,273
52939aed3cf9994f4e043a3c,534
52939af83cf9994f4e043a3d,435
5293a7563cf9994f4e043a44,204
5293a7d53cf9994f4e043a45,324
5294c55c3cf9994f4e043a61,214
5294c7523cf9994f4e043a62,237
5294cbda3cf9994f4e043a63,213
52960bac3cf9994f4e043ac4,624
52960eda3cf9994f4e043ac5,570
52960eda3cf9994f4e043ac6,667
52960eda3cf9994f4e043ac7,230
52960eda3cf9994f4e043ac8,232
52960eda3cf9994f4e043ac9,239
52960eda3cf9994f4e043aca,232
52960eda3cf9994f4e043acb,275
52960eda3cf9994f4e043acc,473
52af0bd33cf9994f4e043bdd,168
52af39fb3cf9994f4e043be9,203
52af3a5e3cf9994f4e043bea,248
52af3a673cf9994f4e043beb,338
52af3a723cf9994f4e043bec,233
52af3a7c3cf9994f4e043bed,234
52af3a903cf9994f4e043bee,339
52af3a9f3cf9994f4e043bef,384
52af3aaa3cf9994f4e043bf0,426
52af3ab53cf9994f4e043bf1,438
52af3abe3cf9994f4e043bf2,441
52af3ac83cf9994f4e043bf3,442
52af3ad23cf9994f4e043bf4,232
52af3add3cf9994f4e043bf5,456
52af3ae63cf9994f4e043bf6,463
52af3af23cf9994f4e043bf7,462
52af3afc3cf9994f4e043bf8,233
52af3b053cf9994f4e043bf9,469
52af3b213cf9994f4e043bfa,233
52af3b293cf9994f4e043bfb,233
52af3b343cf9994f4e043bfc,510
52af3b3b3cf9994f4e043bfd,516
52af3b463cf9994f4e043bfe,582
52af3b513cf9994f4e043bff,233
52af3b593cf9994f4e043c00,233
52af3b633cf9994f4e043c01,208
52af3b6e3cf9994f4e043c02,641
52af3b773cf9994f4e043c03,233
52af3b813cf9994f4e043c04,677
52af3b893cf9994f4e043c05,233
52af3b913cf9994f4e043c06,734
52af3b9a3cf9994f4e043c07,233
52af3ba23cf9994f4e043c08,233
52c71aaf3cf9994f4e043d17,519
52dea92d3cf9994f4e043dbb,200
52e81612bcbc57f1066b79e6,500
52e81612bcbc57f1066b79e7,9
52e81612bcbc57f1066b79e8,50
52e81612bcbc57f1066b79e9,47
52e81612bcbc57f1066b79ea,61
52e81612bcbc57f1066b79eb,49
52e81612bcbc57f1066b79ec,629
52e81612bcbc57f1066b79ed,64
52e81612bcbc57f1066b79ee,664
52e81612bcbc57f1066b79ef,55
52e81612bcbc57f1066b79f1,213
52e81612bcbc57f1066b79f2,213
52e81612bcbc57f1066b79f3,654
52e81612bcbc57f1066b79f4,302
52e81612bcbc57f1066b79f7,187
52e81612bcbc57f1066b79f8,187
52e81612bcbc57f1066b79f9,209
52e81612bcbc57f1066b79fa,219
52e81612bcbc57f1066b79fb,203
52e81612bcbc57f1066b79fc,188
52e81612bcbc57f1066b79fd,172
52e81612bcbc57f1066b79fe,444
52e81612bcbc57f1066b79ff,443
52e81612bcbc57f1066b7a00,353
52e81612bcbc57f1066b7a01,223
52e81612bcbc57f1066b7a02,209
52e81612bcbc57f1066b7a03,231
52e81612bcbc57f1066b7a04,221
52e81612bcbc57f1066b7a05,400
52e81612bcbc57f1066b7a06,164
52e81612bcbc57f1066b7a09,232
52e81612bcbc57f1066b7a0a,588
52e81612bcbc57f1066b7a0c,301
52e81612bcbc57f1066b7a0d,281
52e81612bcbc57f1066b7a0e,190
52e81612bcbc57f1066b7a0f,161
52e81612bcbc57f1066b7a10,15
52e81612bcbc57f1066b7a11,35
52e81612bcbc57f1066b7a12,114
52e81612bcbc57f1066b7a13,549
52e81612bcbc57f1066b7a14,37
52e81612bcbc57f1066b7a21,77
52e81612bcbc57f1066b7a22,165
52e81612bcbc57f1066b7a23,124
52e81612bcbc57f1066b7a24,124
52e81612bcbc57f1066b7a25,157
52e81612bcbc57f1066b7a26,77
52e81612bcbc57f1066b7a27,19
52e81612bcbc57f1066b7a28,19
52e81612bcbc57f1066b7a29,44
52e81612bcbc57f1066b7a2b,142
52e81612bcbc57f1066b7a2c,137
52e81612bcbc57f1066b7a2d,85
52e81612bcbc57f1066b7a2e,658
52e81612bcbc57f1066b7a2f,0
52e81612bcbc57f1066b7a30,106
52e81612bcbc57f1066b7a31,26
52e81612bcbc57f1066b7a32,368
52e81612bcbc57f1066b7a33,651
52e81612bcbc57f1066b7a34,355
52e81612bcbc57f1066b7a35,104
52e81612bcbc57f1066b7a36,138
52e81612bcbc57f1066b7a37,380
52e81612bcbc57f1066b7a38,95
52e81612bcbc57f1066b7a39,126
52e81612bcbc57f1066b7a3a,340
52e81612bcbc57f1066b7a3b,240
52e81612bcbc57f1066b7a3c,179
52e81612bcbc57f1066b7a3d,69
52e81612bcbc57f1066b7a3e,38
52e81612bcbc57f1066b7a3f,38
52e81612bcbc57f1066b7a40,38
52e81612bcbc57f1066b7a41,20
52e81612bcbc57f1066b7a42,388
52e81612bcbc57f1066b7a43,9
52e81612bcbc57f1066b7a44,671
52e81612bcbc57f1066b7a45,116
